mirror_id,x_m,y_m,radius_to_tower_m,average_optical_efficiency,average_cosine_efficiency,average_shadow_blocking_efficiency,average_atmospheric_efficiency,average_truncation_efficiency,average_output_power_kw,original_mirror_id,ring_index,group,mirror_width_m,mirror_height_m,installation_height_m,mirror_area_m2
332,-140.37557377080202,-64.01096176184427,183.24729724460596,0.76899445078797,0.8781106428316896,0.9853333333333333,0.9703639044172259,0.9938151041666666,31.34935920077351,332,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
333,-129.57540651576784,-52.22464742345551,183.24729724460596,0.7794273941558968,0.8875892672497074,0.9877777777777776,0.9703639044172259,0.994140625,31.749838073231818,333,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
334,-117.78909217737908,-41.424480168421326,183.24729724460596,0.7879301809668936,0.8962105041898152,0.9894074074074074,0.9703639044172259,0.9943359375,32.077265283046934,334,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
335,-105.10633172452202,-31.69265579087181,183.24729724460596,0.7927982960512903,0.9039267154600829,0.9872592592592593,0.9703639044172259,0.9947916666666666,32.28365661927102,335,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
336,-91.62364862230292,-23.103239350556322,183.24729724460596,0.7986358827968982,0.9106963581741926,0.9885185185185185,0.9703639044172259,0.9940755208333333,32.51025695820935,336,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
337,-77.44365423019673,-15.721601493017289,183.24729724460596,0.8033030611974451,0.916483809777951,0.9888888888888889,0.9703639044172259,0.9936197916666667,32.70076259279278,337,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
338,-62.67426686764153,-9.603920939505144,183.24729724460596,0.8059004380996593,0.921259209545683,0.9869629629629629,0.9703639044172259,0.9935546875,32.81802822190052,338,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
339,-47.42789049046669,-4.796756932988757,183.24729724460596,0.8053929799162814,0.9249983202771604,0.9823703703703701,0.9703639044172259,0.9935546875,32.81974262728755,339,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
340,-31.82055922891614,-1.336694894202708,183.24729724460596,0.8049783312628461,0.9276824127656073,0.9789629629629629,0.9703639044172259,0.9934244791666667,32.82417726224153,340,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
341,-15.971054297854554,0.7499320154952898,183.24729724460596,0.8067555674269266,0.9292981747124969,0.9799259259259258,0.9703639044172259,0.992578125,32.8875128785617,341,5,2,6.746757379733026,6.228727007317101,3.310585252215359,42.023709902959055
342,8.540751779963077,13.81532243639748,195.80173624241107,0.7989889250874689,0.9272624359720044,0.9788888888888888,0.9691002875370403,0.9876302083333334,34.60311369888051,342,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
343,25.557255061796784,12.326571306385347,195.80173624241107,0.7974947067326621,0.9261685388863873,0.9787407407407405,0.9691002875370403,0.9873046875,34.54035963711134,343,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
344,42.379252200717694,9.360399341392991,195.80173624241107,0.7962852016215847,0.9239860512999971,0.9796296296296294,0.9691002875370403,0.9875,34.47901376099217,344,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
345,58.87871764109903,4.939380901097593,195.8017362424111,0.7988183440919738,0.9207256141492786,0.9857037037037037,0.9691002875370403,0.9880208333333333,34.55750933487424,345,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
346,74.93008048828986,-0.9028373946862871,195.80173624241107,0.7972776865746365,0.9164032581305928,0.9888888888888889,0.9691002875370403,0.9875,34.46804434752869,346,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
347,90.41118017894519,-8.121792737099838,195.80173624241107,0.7940075089230317,0.9110404864349574,0.9908888888888889,0.9691002875370403,0.9871744791666667,34.31494443543779,347,6,3,6.953987786871101,6.4200458233094615,3.2105852522153593,44.64492024644682
