mirror_id,original_campo_mirror_id,ring_index,campo_zone,zone_row_index,normalized_zone_row,azimuth_rad,centered_azimuth_feature,nominal_ring_count,actual_ring_count,mirror_width_m,mirror_height_m,x_m,y_m,z_m
31,31,1,1,0,0.0,2.617993877991494,-0.8660254037844385,72,72,6.7400907905170815,6.222572292991552,67.38263699845106,-298.51020476851085,3.160585252215359
32,32,1,1,0,0.0,2.705260340591211,-0.9063077870366499,72,72,6.7400907905170815,6.222572292991552,56.95426583957983,-303.93887118474333,3.160585252215359
33,33,1,1,0,0.0,2.792526803190927,-0.9396926207859083,72,72,6.7400907905170815,6.222572292991552,46.09243832774347,-308.4379874523032,3.160585252215359
34,34,1,1,0,0.0,2.879793265790644,-0.9659258262890683,72,72,6.7400907905170815,6.222572292991552,34.87981952885773,-311.9733125797536,3.160585252215359
35,35,1,1,0,0.0,2.9670597283903604,-0.984807753012208,72,72,6.7400907905170815,6.222572292991552,23.401744242346584,-314.5179406081869,3.160585252215359
36,36,1,1,0,0.0,3.0543261909900767,-0.9961946980917455,72,72,6.7400907905170815,6.222572292991552,11.745567551791664,-316.0525053818185,3.160585252215359
37,37,1,1,0,0.0,3.141592653589793,-1.0,72,72,6.7400907905170815,6.222572292991552,1.6503986143652212e-14,-316.5653279361253,3.160585252215359
38,38,1,1,0,0.0,-3.054326190990077,-0.9961946980917455,72,72,6.7400907905170815,6.222572292991552,-11.74556755179163,-316.0525053818185,3.160585252215359
39,39,1,1,0,0.0,-2.967059728390361,-0.9848077530122081,72,72,6.7400907905170815,6.222572292991552,-23.40174424234655,-314.51794060818696,3.160585252215359
40,40,1,1,0,0.0,-2.8797932657906444,-0.9659258262890684,72,72,6.7400907905170815,6.222572292991552,-34.8798195288577,-311.9733125797536,3.160585252215359
41,41,1,1,0,0.0,-2.7925268031909276,-0.9396926207859084,72,72,6.7400907905170815,6.222572292991552,-46.092438327743444,-308.4379874523032,3.160585252215359
42,42,1,1,0,0.0,-2.7052603405912112,-0.9063077870366502,72,72,6.7400907905170815,6.222572292991552,-56.95426583957975,-303.9388711847434,3.160585252215359
43,43,1,1,0,0.0,-2.6179938779914944,-0.8660254037844387,72,72,6.7400907905170815,6.222572292991552,-67.38263699845103,-298.5102047685109,3.160585252215359
44,44,1,1,0,0.0,-2.530727415391778,-0.8191520442889919,72,72,6.7400907905170815,6.222572292991552,-77.29818560301533,-292.1933036329517,3.160585252215359
45,45,1,1,0,0.0,-2.443460952792062,-0.7660444431189785,72,72,6.7400907905170815,6.222572292991552,-86.62544834122014,-285.03624320995664,3.160585252215359
46,46,1,1,0,0.0,-2.3561944901923453,-0.7071067811865478,72,72,6.7400907905170815,6.222572292991552,-95.29343911167253,-277.09349305089586,3.160585252215359
47,47,1,1,0,0.0,-2.268928027592629,-0.6427876096865397,72,72,6.7400907905170815,6.222572292991552,-103.23618927073329,-268.42550228044354,3.160585252215359
48,48,1,1,0,0.0,-2.1816615649929116,-0.5735764363510458,72,72,6.7400907905170815,6.222572292991552,-110.39324969372846,-259.0982395422386,3.160585252215359
49,49,1,1,0,0.0,-2.0943951023931957,-0.5000000000000002,72,72,6.7400907905170815,6.222572292991552,-116.71015082928756,-249.18269093767435,3.160585252215359
50,50,1,1,0,0.0,-2.0071286397934793,-0.42261826174069966,72,72,6.7400907905170815,6.222572292991552,-122.13881724552004,-238.75431977880316,3.160585252215359
51,51,1,1,0,0.0,-1.9198621771937623,-0.34202014332566844,72,72,6.7400907905170815,6.222572292991552,-126.63793351307991,-227.8924922669667,3.160585252215359
52,52,1,1,0,0.0,-1.832595714594046,-0.2588190451025206,72,72,6.7400907905170815,6.222572292991552,-130.1732586405303,-216.67987346808104,3.160585252215359
53,53,1,1,0,0.0,-1.7453292519943295,-0.17364817766693025,72,72,6.7400907905170815,6.222572292991552,-132.71788666896364,-205.20179818156987,3.160585252215359
54,54,1,1,0,0.0,-1.6580627893946132,-0.0871557427476582,72,72,6.7400907905170815,6.222572292991552,-134.2524514425952,-193.54562149101497,3.160585252215359
55,55,1,1,0,0.0,-1.5707963267948968,-1.191789015442203e-16,72,72,6.7400907905170815,6.222572292991552,-134.76527399690204,-181.80005393922332,3.160585252215359
56,56,1,1,0,0.0,-1.4835298641951804,0.08715574274765796,72,72,6.7400907905170815,6.222572292991552,-134.2524514425952,-170.05448638743167,3.160585252215359
57,57,1,1,0,0.0,-1.396263401595464,0.17364817766693003,72,72,6.7400907905170815,6.222572292991552,-132.71788666896367,-158.39830969687674,3.160585252215359
58,58,1,1,0,0.0,-1.3089969389957476,0.25881904510252035,72,72,6.7400907905170815,6.222572292991552,-130.17325864053032,-146.9202344103656,3.160585252215359
59,59,1,1,0,0.0,-1.2217304763960306,0.3420201433256689,72,72,6.7400907905170815,6.222572292991552,-126.6379335130799,-135.7076156114798,3.160585252215359
60,60,1,1,0,0.0,-1.134464013796315,0.4226182617406989,72,72,6.7400907905170815,6.222572292991552,-122.13881724552012,-124.84578809964356,3.160585252215359
61,61,1,1,0,0.0,-1.0471975511965985,0.4999999999999994,72,72,6.7400907905170815,6.222572292991552,-116.71015082928766,-114.41741694077236,3.160585252215359
62,62,1,1,0,0.0,-0.9599310885968813,0.573576436351046,72,72,6.7400907905170815,6.222572292991552,-110.39324969372841,-104.50186833620792,3.160585252215359
63,63,1,1,0,0.0,-0.8726646259971649,0.6427876096865393,72,72,6.7400907905170815,6.222572292991552,-103.23618927073332,-95.1746055980031,3.160585252215359
64,64,1,1,0,0.0,-0.7853981633974485,0.7071067811865474,72,72,6.7400907905170815,6.222572292991552,-95.29343911167255,-86.50661482755078,3.160585252215359
65,65,1,1,0,0.0,-0.6981317007977322,0.7660444431189778,72,72,6.7400907905170815,6.222572292991552,-86.62544834122023,-78.56386466849001,3.160585252215359
66,66,1,1,0,0.0,-0.6108652381980159,0.8191520442889915,72,72,6.7400907905170815,6.222572292991552,-77.29818560301543,-71.40680424549491,3.160585252215359
67,67,1,1,0,0.0,-0.5235987755982985,0.8660254037844388,72,72,6.7400907905170815,6.222572292991552,-67.38263699845098,-65.08990310993566,3.160585252215359
68,68,1,1,0,0.0,-0.436332312998583,0.9063077870366497,72,72,6.7400907905170815,6.222572292991552,-56.9542658395799,-59.661236693703245,3.160585252215359
69,69,1,1,0,0.0,-0.3490658503988658,0.9396926207859084,72,72,6.7400907905170815,6.222572292991552,-46.09243832774344,-55.162120426143375,3.160585252215359
70,70,1,1,0,0.0,-0.26179938779914935,0.9659258262890683,72,72,6.7400907905170815,6.222572292991552,-34.879819528857745,-51.626795298693,3.160585252215359
