mirror_id,x_m,y_m,radius_to_tower_m,average_optical_efficiency,average_cosine_efficiency,average_shadow_blocking_efficiency,average_atmospheric_efficiency,average_truncation_efficiency,average_output_power_kw,original_campo_mirror_id,ring_index,campo_zone,zone_row_index,normalized_zone_row,centered_azimuth_feature,mirror_width_m,mirror_height_m,installation_height_m,mirror_area_m2
20,134.2524514425952,-193.54562149101494,134.76527399690204,0.7014994401988067,0.7913558912993858,0.9934814814814814,0.9750998402921652,0.9947916666666666,28.61220251472334,20,1,1,0,0.0,-0.08715574274765797,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
21,132.71788666896364,-205.20179818156987,134.76527399690204,0.6899347940655824,0.7788020480919776,0.9932592592592592,0.9750998402921652,0.9946614583333333,28.158852664523458,21,1,1,0,0.0,-0.17364817766693025,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
22,130.1732586405303,-216.67987346808104,134.76527399690204,0.6776315893826801,0.7663655087520136,0.9919999999999999,0.9750998402921652,0.9942057291666667,27.67885551274328,22,1,1,0,0.0,-0.2588190451025206,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
23,126.63793351307991,-227.8924922669667,134.76527399690204,0.6623376825182407,0.7541561292871433,0.9857037037037039,0.9750998402921652,0.9938802083333333,27.104322326077448,23,1,1,0,0.0,-0.34202014332566844,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
24,122.13881724552009,-238.7543197788031,134.76527399690204,0.6478155969274442,0.7422848186874618,0.979777777777778,0.9750998402921652,0.9938151041666666,26.557995018721467,24,1,1,0,0.0,-0.4226182617406993,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
25,116.71015082928761,-249.1826909376743,134.76527399690204,0.6360946836500202,0.7308614766959077,0.978074074074074,0.9750998402921652,0.9938151041666666,26.112500369471206,25,1,1,0,0.0,-0.4999999999999998,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
26,110.3932496937284,-259.0982395422387,134.76527399690204,0.6246403727988745,0.7199925025355921,0.9768888888888888,0.9750998402921652,0.9921875,25.67437524527551,26,1,1,0,0.0,-0.5735764363510462,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
27,103.2361892707333,-268.4255022804435,134.76527399690204,0.6149807641675563,0.7097780345120827,0.9752592592592592,0.9750998402921652,0.9930338541666667,25.305738647000247,27,1,1,0,0.0,-0.6427876096865394,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
28,95.29343911167254,-277.0934930508958,134.76527399690204,0.605920763190969,0.7003092344001699,0.9737037037037037,0.9750998402921652,0.9932291666666667,24.952824075375293,28,1,1,0,0.0,-0.7071067811865475,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
29,86.62544834122022,-285.0362432099566,134.76527399690204,0.5987597095297978,0.6916660418911802,0.974074074074074,0.9750998402921652,0.9929036458333333,24.663155491283472,29,1,1,0,0.0,-0.7660444431189779,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
30,77.29818560301536,-292.1933036329517,134.76527399690204,0.596259360520373,0.6839158064053982,0.9797037037037037,0.9750998402921652,0.9934895833333334,24.53750989744984,30,1,1,0,0.0,-0.8191520442889919,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
31,67.38263699845106,-298.51020476851085,134.76527399690204,0.5939419669840988,0.6771130177751126,0.9862962962962964,0.9750998402921652,0.9922526041666667,24.41786150243715,31,1,1,0,0.0,-0.8660254037844385,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
32,56.95426583957983,-303.93887118474333,134.76527399690204,0.5923439630551312,0.6713000697249684,0.9913333333333333,0.9750998402921652,0.9917317708333333,24.34014153874701,32,1,1,0,0.0,-0.9063077870366499,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
33,46.09243832774347,-308.4379874523032,134.76527399690207,0.5903192999652371,0.6665087424181292,0.9951111111111112,0.9750998402921652,0.99140625,24.249004287263606,33,1,1,0,0.0,-0.9396926207859083,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
34,34.87981952885773,-311.9733125797536,134.76527399690207,0.5890943678535049,0.6627619930466009,0.9977037037037036,0.9750998402921652,0.9930338541666667,24.192519074702073,34,1,1,0,0.0,-0.9659258262890683,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
35,23.401744242346584,-314.5179406081869,134.765273996902,0.5878825720829893,0.6600756983882019,0.9997777777777778,0.9750998402921652,0.9934244791666667,24.137576590309514,35,1,1,0,0.0,-0.984807753012208,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
36,11.745567551791664,-316.0525053818185,134.76527399690204,0.5868967833718663,0.658460120229037,1.0,0.9750998402921652,0.9939453125,24.099825579725355,36,1,1,0,0.0,-0.9961946980917455,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
37,1.6503986143652212e-14,-316.5653279361253,134.765273996902,0.5871023419894819,0.6579209822730129,1.0,0.9750998402921652,0.9951822916666667,24.109819453063803,37,1,1,0,0.0,-1.0,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
38,-11.74556755179163,-316.0525053818185,134.76527399690204,0.5870217507330246,0.658460120229037,1.0,0.9750998402921652,0.994140625,24.105280531717813,38,1,1,0,0.0,-0.9961946980917455,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
39,-23.40174424234655,-314.51794060818696,134.76527399690204,0.5882398997152622,0.6600756983882018,0.9997777777777778,0.9750998402921652,0.9940104166666667,24.15310647259681,39,1,1,0,0.0,-0.9848077530122081,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
40,-34.8798195288577,-311.9733125797536,134.76527399690204,0.5889318836837893,0.6627619930466008,0.9977037037037036,0.9750998402921652,0.9927734375,24.185704888462663,40,1,1,0,0.0,-0.9659258262890684,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
41,-46.092438327743444,-308.4379874523032,134.76527399690204,0.5908847802259842,0.6665087424181291,0.9951111111111112,0.9750998402921652,0.9923828125,24.273232126026983,41,1,1,0,0.0,-0.9396926207859084,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
42,-56.95426583957975,-303.9388711847434,134.76527399690204,0.5921244935657398,0.6713000697249686,0.9913333333333333,0.9750998402921652,0.991015625,24.33361306900425,42,1,1,0,0.0,-0.9063077870366502,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
43,-67.38263699845103,-298.5102047685109,134.76527399690207,0.5943974976294611,0.6771130177751126,0.9862962962962964,0.9750998402921652,0.9930338541666667,24.437911624482386,43,1,1,0,0.0,-0.8660254037844387,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
44,-77.29818560301533,-292.1933036329517,134.76527399690204,0.5958459037129956,0.6839158064053981,0.9797037037037037,0.9750998402921652,0.9928385416666666,24.52011432346099,44,1,1,0,0.0,-0.8191520442889919,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
45,-86.62544834122014,-285.03624320995664,134.76527399690204,0.5988408520345662,0.6916660418911802,0.974074074074074,0.9750998402921652,0.9931640625,24.666299820531197,45,1,1,0,0.0,-0.7660444431189785,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
46,-95.29343911167253,-277.09349305089586,134.76527399690207,0.6054921546016636,0.7003092344001698,0.9737037037037037,0.9750998402921652,0.9924479166666667,24.936745256912936,46,1,1,0,0.0,-0.7071067811865478,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
47,-103.23618927073329,-268.42550228044354,134.76527399690207,0.6145741701991011,0.7097780345120827,0.9752592592592592,0.9750998402921652,0.9922526041666667,25.290969440157102,47,1,1,0,0.0,-0.6427876096865397,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
48,-110.39324969372846,-259.0982395422386,134.76527399690204,0.6242424464655312,0.719992502535592,0.9768888888888889,0.9750998402921652,0.9914713541666667,25.658164098502606,48,1,1,0,0.0,-0.5735764363510458,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
49,-116.71015082928756,-249.18269093767435,134.76527399690204,0.6351435378429631,0.7308614766959072,0.978074074074074,0.9750998402921652,0.9919921875,26.073421051317776,49,1,1,0,0.0,-0.5000000000000002,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
50,-122.13881724552004,-238.75431977880316,134.76527399690204,0.647838943021956,0.7422848186874614,0.979777777777778,0.9750998402921652,0.9936848958333333,26.55938179770669,50,1,1,0,0.0,-0.42261826174069966,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
51,-126.63793351307991,-227.8924922669667,134.76527399690204,0.6621776212224444,0.7541561292871432,0.9857037037037039,0.9750998402921652,0.9934244791666667,27.098180955878448,51,1,1,0,0.0,-0.34202014332566844,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
52,-130.1732586405303,-216.67987346808104,134.76527399690204,0.6776377705064386,0.7663655087520136,0.9919999999999999,0.9750998402921652,0.9942057291666667,27.679846879340083,52,1,1,0,0.0,-0.2588190451025206,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
53,-132.71788666896364,-205.20179818156987,134.76527399690204,0.6896864124720632,0.7788020480919776,0.9932592592592592,0.9750998402921652,0.9942057291666667,28.14784242270025,53,1,1,0,0.0,-0.17364817766693025,6.7400907905170815,6.222572292991552,3.160585252215359,41.94070220531912
