mirror_id,x_m,y_m,radius_to_tower_m,average_optical_efficiency,average_cosine_efficiency,average_shadow_blocking_efficiency,average_atmospheric_efficiency,average_truncation_efficiency,average_output_power_kw
499,-60.686,-178.775,188.79430929188518,0.5435150695086334,0.6201151665895697,0.9912592592592591,0.969860409783303,0.99296875,20.45955824549984
500,-48.863,-182.361,188.79387460932094,0.5360579429129231,0.6171273247655151,0.9822962962962961,0.969860453482285,0.9936197916666667,20.198796513671038
501,-36.832,-185.166,188.7936539717371,0.5369500948656276,0.6148011305021176,0.9862222222222223,0.9698604756631538,0.9938151041666666,20.242435815583594
502,-24.643,-187.179,188.79421466242022,0.5435924592985296,0.6131378897708331,0.9997777777777778,0.9698604192964807,0.9939453125,20.47832505977207
503,-12.348,-188.39,188.79424038884235,0.542939300514448,0.6121396945626151,1.0,0.969860416710183,0.9942057291666667,20.45476238326866
504,0.0,-188.794,188.794,0.5430462048305625,0.6118070526525887,1.0,0.9698604408766638,0.9951822916666667,20.4586824014871
505,12.348,-188.39,188.79424038884235,0.5428405302838305,0.6121396945626152,1.0,0.969860416710183,0.9938802083333333,20.451805984373063
506,24.643,-187.179,188.79421466242022,0.5434841907545022,0.613137889770833,0.9997777777777778,0.9698604192964807,0.9936848958333333,20.47446802763185
507,36.832,-185.166,188.7936539717371,0.5372484739265815,0.6148011305021176,0.9862222222222223,0.9698604756631538,0.9944661458333334,20.253554365381436
508,48.863,-182.361,188.79387460932094,0.5361063249098899,0.6171273247655151,0.9822962962962962,0.969860453482285,0.9938151041666666,20.1998943017551
509,60.686,-178.775,188.79430929188518,0.5435507021699183,0.6201151665895696,0.9912592592592591,0.969860409783303,0.9931640625,20.45981502522955
510,72.248,-174.423,188.7939523210423,0.551578502166834,0.623761537393595,0.9981481481481482,0.969860445669866,0.9932291666666667,20.768180704665546
511,83.501,-169.324,188.79362800952794,0.5542499489755781,0.6280612820827163,0.9956296296296295,0.9698604782731546,0.9936197916666667,20.87734613845329
512,94.397,-163.5,188.7936535188617,0.5564185833637746,0.6330068683777196,0.9909629629629628,0.96986047570868,0.9950520833333333,20.97125835584948
513,104.888,-156.976,188.79342446176454,0.5576528952935571,0.6385874510762017,0.9852592592592593,0.9698604987359668,0.994921875,21.03318172509161
514,114.93,-149.78,188.79341434488651,0.5596415795858332,0.6447881096977384,0.979925925925926,0.9698604997530238,0.9949869791666667,21.12478837958376
515,124.48,-141.943,188.79376485731726,0.5512204328755183,0.651588593708484,0.9585925925925927,0.9698604645157402,0.9947265625,20.83388768970086
516,133.497,-133.497,188.79326793612108,0.5479924836567479,0.6589641595797958,0.9461481481481478,0.9698605144716056,0.994921875,20.706209100327772
